rand_point,DSM_max,DSM_median,meta_max,geo_type,tilstnd,id,slope,dem,meta_media,hvdksys,year,month,LiD1,meta1,differ,metamedian,lidmedian,metamax,lidmax
36,1.103290557861328,0.164043426513672,1.878563523292542,Polygon,darlig,NINFP2110065346,2.754065036773682,49.307144165039062,0.411054611206055,Naturlig aapne,2019.000000000000000,6.000000000000000,0.003700256347656,0.410250902175903,-0.41,0.410361945629120,0.011726379394531,0.420838117599487,0.061470031738281
37,1.103290557861328,0.164043426513672,1.878563523292542,Polygon,darlig,NINFP2110065346,2.754065036773682,49.307144165039062,0.411054611206055,Naturlig aapne,2019.000000000000000,6.000000000000000,0.011726379394531,0.410054892301559,-0.40,0.410332217812538,0.011384963989258,0.535772740840912,0.098884582519531
38,1.103290557861328,0.164043426513672,1.878563523292542,Polygon,darlig,NINFP2110065346,2.754065036773682,49.307144165039062,0.411054611206055,Naturlig aapne,2019.000000000000000,6.000000000000000,0.012886047363281,0.411144286394119,-0.40,0.411342456936836,0.014289855957031,3.681422233581543,1.431335449218750
39,1.103290557861328,0.164043426513672,1.878563523292542,Polygon,darlig,NINFP2110065346,2.754065036773682,49.307144165039062,0.411054611206055,Naturlig aapne,2019.000000000000000,6.000000000000000,0.025749206542969,0.410448074340820,-0.38,0.411294251680374,0.020994186401367,0.507118403911591,1.402317047119141
40,1.103290557861328,0.164043426513672,1.878563523292542,Polygon,darlig,NINFP2110065346,2.754065036773682,49.307144165039062,0.411054611206055,Naturlig aapne,2019.000000000000000,6.000000000000000,0.634170532226562,0.419404923915863,0.21,0.438152655959129,0.015460968017578,4.341483592987062,1.431335449218750
41,1.103290557861328,0.164043426513672,1.878563523292542,Polygon,darlig,NINFP2110065346,2.754065036773682,49.307144165039062,0.411054611206055,Naturlig aapne,2019.000000000000000,6.000000000000000,0.004585266113281,0.411071449518204,-0.41,0.411240443587303,0.015491485595703,0.416949659585953,0.065681457519531
42,1.103290557861328,0.164043426513672,1.878563523292542,Polygon,darlig,NINFP2110065346,2.754065036773682,49.307144165039062,0.411054611206055,Naturlig aapne,2019.000000000000000,6.000000000000000,0.006683349609375,0.413037747144699,-0.41,0.411230444908142,0.017749786376953,0.421468734741211,1.402317047119141
43,1.103290557861328,0.164043426513672,1.878563523292542,Polygon,darlig,NINFP2110065346,2.754065036773682,49.307144165039062,0.411054611206055,Naturlig aapne,2019.000000000000000,6.000000000000000,0.022388458251953,0.411248445510864,-0.39,0.411517769098282,0.013946533203125,0.419256955385208,1.152061462402344
44,1.103290557861328,0.164043426513672,1.878563523292542,Polygon,darlig,NINFP2110065346,2.754065036773682,49.307144165039062,0.411054611206055,Naturlig aapne,2019.000000000000000,6.000000000000000,0.037059783935547,0.411305367946625,-0.37,0.412315756082535,0.039150238037109,1.492434382438660,2.057449340820312
45,1.103290557861328,0.164043426513672,1.878563523292542,Polygon,darlig,NINFP2110065346,2.754065036773682,49.307144165039062,0.411054611206055,Naturlig aapne,2019.000000000000000,6.000000000000000,0.017662048339844,0.417838662862778,-0.40,0.412969529628754,0.029687881469727,0.431025713682175,2.277748107910156
46,1.103290557861328,0.164043426513672,1.878563523292542,Polygon,darlig,NINFP2110065346,2.754065036773682,49.307144165039062,0.411054611206055,Naturlig aapne,2019.000000000000000,6.000000000000000,0.015750885009766,0.411363631486893,-0.40,0.411490529775620,0.017467498779297,0.420838117599487,0.061470031738281
47,1.103290557861328,0.164043426513672,1.878563523292542,Polygon,darlig,NINFP2110065346,2.754065036773682,49.307144165039062,0.411054611206055,Naturlig aapne,2019.000000000000000,6.000000000000000,0.036113739013672,0.410873353481293,-0.37,0.411302268505096,0.016429901123047,0.419512271881104,0.254611968994141
48,1.103290557861328,0.164043426513672,1.878563523292542,Polygon,darlig,NINFP2110065346,2.754065036773682,49.307144165039062,0.411054611206055,Naturlig aapne,2019.000000000000000,6.000000000000000,0.017749786376953,0.410565882921219,-0.39,0.410947665572166,0.016096115112305,0.989915251731873,1.402317047119141
49,1.103290557861328,0.164043426513672,1.878563523292542,Polygon,darlig,NINFP2110065346,2.754065036773682,49.307144165039062,0.411054611206055,Naturlig aapne,2019.000000000000000,6.000000000000000,0.009170532226562,0.411281585693359,-0.40,0.411390662193298,0.027606964111328,0.431025713682175,2.277748107910156
50,1.103290557861328,0.164043426513672,1.878563523292542,Polygon,darlig,NINFP2110065346,2.754065036773682,49.307144165039062,0.411054611206055,Naturlig aapne,2019.000000000000000,6.000000000000000,0.013290405273438,0.410018503665924,-0.40,0.410476356744766,0.014648437500000,0.418084323406219,0.065681457519531
53,1.103290557861328,0.164043426513672,1.878563523292542,Polygon,darlig,NINFP2110065346,2.754065036773682,49.307144165039062,0.411054611206055,Naturlig aapne,2019.000000000000000,6.000000000000000,0.009422302246094,0.410631835460663,-0.40,0.410587251186371,0.028404235839844,0.431025713682175,2.277748107910156
54,1.103290557861328,0.164043426513672,1.878563523292542,Polygon,darlig,NINFP2110065346,2.754065036773682,49.307144165039062,0.411054611206055,Naturlig aapne,2019.000000000000000,6.000000000000000,0.008750915527344,0.410262405872345,-0.40,0.410593062639236,0.037391662597656,0.445427507162094,2.057449340820312
55,1.103290557861328,0.164043426513672,1.878563523292542,Polygon,darlig,NINFP2110065346,2.754065036773682,49.307144165039062,0.411054611206055,Naturlig aapne,2019.000000000000000,6.000000000000000,0.039150238037109,0.409997135400772,-0.37,0.410039663314819,0.028205871582031,0.443548381328583,2.057449340820312
